Marichromatium purpuratum (Imhoff and Truper) Imhoff et al. (ATCC 700430),$550.00,$467.50,unavailable,95CAR100a,1,frozen,ATCC  2112: Artificial marine medium for purple sulfur bacteria #4,Temperature: 28.0Celsius Atmosphere: Anaerobic under light,unavailable,unavailable
Meiothermus ruber (Loginova et al.) Nobre et al. (ATCC 700393),$550.00,$467.50,unavailable,Murrieta,1,unavailable,ATCC  461: Castenholz TYE medium,Temperature: 55.0Celsius Atmosphere: Aerobic,unavailable,Produces aspartate transaminase aspartate aminotransferaseBiotechnology
Polaribacter franzmannii Gosink et al. (ATCC 700399),$550.00,$467.50,unavailable,301,1,frozen,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 4Celsius Atmosphere: Aerobic,-80Celsius  or colder,unavailable
Psychroserpens burtonensis Bowman et al. (ATCC 700359),$550.00,$467.50,unavailable,ACAM 188,1,freeze-dried,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 15.0Celsius Atmosphere: Aerobic,unavailable,Biotechnology
Gelidibacter algens Bowman et al. (ATCC 700364),$550.00,$467.50,unavailable,ACAM 536,1,freeze-dried,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 10.0Celsius Atmosphere: Aerobic,unavailable,Biotechnology
Gelidibacter algens Bowman et al. (ATCC 700365),$550.00,$467.50,unavailable,ACAM 537,1,unavailable,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 10.0Celsius Atmosphere: Aerobic,unavailable,Biotechnology
Thermosyntropha lipolytica Svetlitshnyi et al. (ATCC 700317),$550.00,$467.50,unavailable,JW/YS-265 [DSM 11003],1,freeze-dried,ATCC  2071: Thermosyntropha lipolytica medium,Temperature: 60.0Celsius Atmosphere: Under 100% N2,unavailable,Biotechnology
Sulfobacillus acidophilus Norris et al. (ATCC 700253),$550.00,$467.50,unavailable,DSM 10332 [NAL],1,frozen,ATCC  2045: Heterotrophic Acidophile medium,"Temperature: 48Celsius 
Atmosphere: Aerobic",-80Celsius  or colder,Biotechnology
Halochromatium glycolicum (Caumette et al.) Imhoff et al. (ATCC 700202),$550.00,$467.50,unavailable,"SL 3201 [6410, DSM 11080]",1,unavailable,ATCC  37: Chromatium medium,Temperature: 26.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Desulfitobacterium chlororespirans Sanford et al. (ATCC 700175),$550.00,$467.50,unavailable,Co23,1,freeze-dried,ATCC  2035: Desulfitobacterium chlororespirans medium,Temperature: 37.0Celsius Atmosphere: Anaerobic,unavailable,Metabolizes 3-chloro-4-hydroxybenzoateBiotechnology
Chrysiogenes arsenatis Macy et al. (ATCC 700172),$550.00,$467.50,unavailable,BAL-1,1,unavailable,ATCC  2139: Chrysiogenes arsenatis medium,Temperature: 28.0Celsius Atmosphere: Anaerobic,unavailable,Reduces arsenateBiotechnology
Caldicellulosiruptor owensensis Huang et al. (ATCC 700167),$550.00,$467.50,unavailable,OL,1,frozen,ATCC  1465: Basal thermophile medium,Temperature: 70.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Natrialba asiatica Kamekura and Dyall-Smith emend. Hezayen et al. (ATCC 700177),$550.00,$467.50,unavailable,"JCM 9576 [172P1, FERM-P 10747]",1,freeze-dried,ATCC  805: CM plus ye medium,Temperature: 37.0Celsius,unavailable,Biotechnology
Halobacillus litoralis Spring et al. (ATCC 700076),$550.00,$467.50,unavailable,SL-4 [DSM 10405],1,freeze-dried,ATCC  925: HP 101 halophile medium,Temperature: 35.0Celsius,unavailable,unavailable
Microbulbifer hydrolyticus Gonzalez et al. (ATCC 700072),"For-Profit:
$376.00",,unavailable,IRE-31,1,freeze-dried,ATCC  2: Marine agar 2216  or marine broth 2216,Temperature: 30.0Celsius,unavailable,Hydrolyzes celluloseHydrolyzes hemicelluloseHydrolyzes xylan
Halanaerobium kushneri Bhupathiraju et al. (ATCC 700103),$550.00,$467.50,unavailable,VS-751,1,freeze-dried,ATCC  1879: Haloanaerobium Salsugo medium,Temperature: 37.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Desulfovibrio sp. (ATCC 700045),$550.00,$467.50,unavailable,FH 26001/95,1,freeze-dried,"ATCC  1249: Modified Baar's medium for sulfate reducers
ATCC  1249: Modified Baar's medium for sulfate reducers
ATCC  260: Trypticase soy agar/broth with defibrinated sheep blood",Temperature: 37.0Celsius Atmosphere: Anaerobic,unavailable,Characterization
Desulfitobacterium dehalogenans Utkin et al. (ATCC 700041),$550.00,$467.50,unavailable,XZ-1,1,freeze-dried,ATCC  2007: Desulfitobacterium dehalogenans medium,Max Temperature: 34.0Celsius Min Temperature: 30.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Picrophilus oshimae Schleper et al. (ATCC 700037),$550.00,$467.50,unavailable,T2,1,frozen,ATCC  2011: Picrophilus medium,Temperature: 58.0Celsius,unavailable,CharacterizationBiotechnology
Picrophilus oshimae Schleper et al. (ATCC 700036),$550.00,$467.50,unavailable,KAW 2/2 [DSM 9789],1,frozen,ATCC  2011: Picrophilus medium,Temperature: 58.0Celsius,unavailable,CharacterizationBiotechnology
Thermococcus sp. (ATCC 55659),$550.00,$467.50,unavailable,AV4,1,freeze-dried,ATCC  1922: Marine agar or marine broth with sulfur,Temperature: 85.0Celsius Atmosphere: Under 100% N2,unavailable,Produces lipaseProduces protease nonstructural protein 3
Acidothermus cellulolyticus Mohagheghi et al. (ATCC 55721),$550.00,$467.50,unavailable,GICC 2206,1,freeze-dried,ATCC  1473: LPBM acido-thermophile medium,Temperature: 55.0Celsius,unavailable,unavailable
Rubrivivax sp. (ATCC 55304),$550.00,$467.50,unavailable,ATH 2.4.1,1,freeze-dried,ATCC  550: R 8 A H medium,Temperature: 26Celsius Atmosphere: Anaerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Produces lipopolysaccharideProduction of a lipopolysaccharide for stimulating animal immune systemsBiotechnology
Thermococcus litoralis Neuner et al. (ATCC 55233),$550.00,$467.50,unavailable,NEB 521,1,frozen,ATCC  1922: Marine agar or marine broth with sulfur,"Temperature: 88Celsius 
Atmosphere: Anaerobic",-80Celsius  or colder,Produces a thermostable DNA polymerase
Thermoanaerobacter brockii subsp. brockii (Zeikus et al.) Lee et al. (ATCC 53556),$550.00,$467.50,unavailable,"[ATCC 33075, DSM 1457, HTD 4]",1,freeze-dried,ATCC  1465: Basal thermophile medium,Temperature: 60.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Rhodobium orientis Hiraishi et al. (ATCC 51972),$550.00,$467.50,unavailable,JCM 9337,1,freeze-dried,ATCC  2019: Rhodobium medium,"Temperature: 26.0Celsius Atmosphere: Anaerobic under light intensity of 2,000-3,000 lux",unavailable,Biotechnology
Nitrobacter sp. (ATCC 51953),$550.00,$467.50,unavailable,AV 622,1,frozen,ATCC  480: Nitrobacter medium 203,"Temperature: 26Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Nitrobacter sp. (ATCC 51952),$550.00,$467.50,unavailable,LyL,1,frozen,ATCC  480: Nitrobacter medium 203,"Temperature: 26Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Nitrobacter sp. (ATCC 51950),$550.00,$467.50,unavailable,E-K,1,frozen,ATCC  480: Nitrobacter medium 203,"Temperature: 26Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Nitrobacter sp. (ATCC 51948),$550.00,$467.50,unavailable,Glencoe 3,1,frozen,ATCC  480: Nitrobacter medium 203,"Temperature: 26Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Ectothiorhodospira haloalkaliphila Imhoff and Suling (ATCC 51935),$550.00,$467.50,unavailable,BN9903 [Imhoff 51/7],1,frozen,ATCC  1991: Modified halophilic Ectothiorhodospira medium,Temperature: 30.0Celsius Atmosphere: Under a tungsten lamp,unavailable,Biotechnology
Nitrobacter sp. (ATCC 51918),$550.00,$467.50,unavailable,N-5 [Glencoe 2],1,frozen,ATCC  480: Nitrobacter medium 203,"Temperature: 26Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Alicyclobacillus disulfidooxidans (ATCC 51911),$550.00,$467.50,unavailable,SD-11 [DSM 12064],1,freeze-dried,ATCC  2091: Sulfobacillus disulfidooxidans medium,Temperature: 35.0Celsius Atmosphere: Aerobic with shaking,unavailable,Biotechnology
Nitrobacter sp. (ATCC 51919),$550.00,$467.50,unavailable,N-6; T 52A,1,freeze-dried,ATCC  480: Nitrobacter medium 203,Temperature: 26Celsius Atmosphere: Aerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Nitrobacter sp. (ATCC 51921),$550.00,$467.50,unavailable,N-12 [Glencoe 1],1,frozen,ATCC  480: Nitrobacter medium 203,"Temperature: 26Celsius 
Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,unavailable
Herbidospora cretacea Kudo et al. (ATCC 51904),$550.00,$467.50,unavailable,"JCM 8553 [IFO 15474, NCIMB 13372]",1,freeze-dried,ATCC  551: Oatmeal agar (ISP  3),Temperature: 28.0Celsius,unavailable,unavailable
Thermotoga elfii Ravot et al. (ATCC 51869),$550.00,$467.50,unavailable,SEBR 6459 [DSM 9442],1,freeze-dried,ATCC  1977: Thermotoga elfii medium,Max Temperature: 65.0Celsius Min Temperature: 60.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Rhodoplanes elegans Hiraishi and Ueda (ATCC 51906),$550.00,$467.50,unavailable,JCM 9224 [AS130],1,freeze-dried,ATCC  1552: Modified Van Niel's yeast medium with pyruvate,Temperature: 26.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Heliobacterium gestii Ormerod et al. (ATCC 51791),$550.00,$467.50,unavailable,HD-7,1,unavailable,ATCC  2061: PYE MEDIUM,Temperature: 37.0Celsius Atmosphere: Anaerobic under light,unavailable,Biotechnology
Thermoanaerobacter thermocopriae (Jin et al.) Collins et al. (ATCC 51646),$550.00,$467.50,unavailable,"JCM 7501 [IAM 13577, JT3-3]",1,freeze-dried,ATCC  1017: Chopped meat glucose medium (ATCC  593) with 5.0 g glucose,Temperature: 60.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Thermococcus profundus Kobayashi et al. (ATCC 51592),$550.00,$467.50,unavailable,JCM 9378 [DT5432],1,frozen,ATCC  1942: JCM  161,Temperature: 80.0Celsius Atmosphere: Anaerobic,unavailable,Produces extracellular amylase SBiotechnology
Geobacter hydrogenophilus Coates et al. (ATCC 51591),$550.00,$467.50,unavailable,H-4,1,frozen,ATCC  1957: Geobacter medium,"Temperature: 30Celsius 
Atmosphere: Anaerobic gas mixture, 80% N2-20% CO2",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Geobacter hydrogenophilus Coates et al. (ATCC 51590),$550.00,$467.50,unavailable,H-2 [DSM 13691],1,frozen,ATCC  1957: Geobacter medium,Temperature: 30.0Celsius Atmosphere: Anaerobic,unavailable,"Reduces iron (ferric, FeIII) ferric ironBiotechnology"
Heliobacterium modesticaldum Kimble et al. (ATCC 51577),$550.00,$467.50,unavailable,YS6,1,frozen,ATCC  2061: PYE MEDIUM,Temperature: 50.0Celsius Atmosphere: Anaerobic under light,unavailable,CharacterizationBiotechnology
Thermoplasma volcanium Segerer et al. (ATCC 51530),$550.00,$467.50,unavailable,DSM 4299 [GSS1*],1,frozen,ATCC  569: Thermoplasma medium,Max Temperature: 60.0Celsius Min Temperature: 55.0Celsius,unavailable,Biotechnology
Desulfuromonas acetexigens Finster et al. (ATCC 51529),$550.00,$467.50,unavailable,DSM 1397 [2873],1,freeze-dried,ATCC  1927: Desulfuromonas acetoxidans medium (DSM 148),Temperature: 30Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Methylobacillus flagellatus Govorukhina et al. (ATCC 51484),$550.00,$467.50,seqeunce available,KT,1,freeze-dried,ATCC  784: AMS (ammonium mineral salts),Temperature: 37.0Celsius,unavailable,Biotechnology
Halothiobacillus hydrothermalis (Durand et al.) Kelly and Wood (ATCC 51453),$550.00,$467.50,unavailable,DSM 7121 [R3],1,freeze-dried,ATCC  1901: T-ASW medium (DSM 574),Temperature: 37.0Celsius,unavailable,Biotechnology
Thiomicrospira thyasirae (Wood and Kelly) Wood and Kelly (ATCC 51452),$550.00,$467.50,unavailable,DSM 5322 [TG2],1,frozen,ATCC  1891: Thiobacillus thyasiris medium,Temperature: 30.0Celsius,unavailable,Biotechnology
Desulfurella acetivorans Bonch-Osmolovskaya et al. (ATCC 51451),$550.00,$467.50,unavailable,DSM 5264 [A63],1,freeze-dried,ATCC  1920: Desulfurella medium (DSM 480),Temperature: 55.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Zavarzinia compransoris Meyer et al. (ATCC 51430),$550.00,$467.50,unavailable,DSM 1231 [Z-1155],1,freeze-dried,ATCC  1932: Modified DSM 133 (carbon monoxide oxidizers),Temperature: 30.0Celsius,unavailable,unavailable
Carbophilus carboxidus Meyer et al. (ATCC 51424),$550.00,$467.50,unavailable,DSM 1086 [CIP 105722],1,freeze-dried,ATCC  1932: Modified DSM 133 (carbon monoxide oxidizers),Temperature: 30.0Celsius,unavailable,unavailable
Halorubrum vacuolatum (Mwatha and Grant) Kamekura et al. (ATCC 51376),$550.00,$467.50,unavailable,NCIMB 13189 [M24],1,freeze-dried,ATCC  1888: Alkalophilic halophile medium (NCIMB 236),Temperature: 37.0Celsius,unavailable,Biotechnology
Metallosphaera sedula Huber et al. (ATCC 51363),$550.00,$467.50,unavailable,TH2 [DSM 5348],1,frozen,ATCC  1256: Sulfolobus medium,"Temperature: 70Celsius 

Atmosphere: Aerobic",Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Acidocella aminolytica (Kishimoto et al.) Kishimoto et al. (ATCC 51362),$550.00,$467.50,unavailable,154,1,freeze-dried,ATCC  1421: LHET2 medium (ATCC medium 1168) with 0.01% yeast extract or yeast autolysate,Temperature: 30.0Celsius,unavailable,CharacterizationBiotechnology
Acidocella aminolytica (Kishimoto et al.) Kishimoto et al. (ATCC 51361),$550.00,$467.50,unavailable,101 [JCM 8796],1,freeze-dried,ATCC  1421: LHET2 medium (ATCC medium 1168) with 0.01% yeast extract or yeast autolysate,Temperature: 30.0Celsius,unavailable,Biotechnology
Methylobacterium aminovorans Urakami et al. (ATCC 51358),$550.00,$467.50,unavailable,"JCM 8240 [LMG 21752, TH-15]",1,freeze-dried,ATCC  3: Nutrient agar or nutrient broth,Temperature: 30.0Celsius,unavailable,Biotechnology
Halanaerobium salsuginis Bhupathiraju et al. (ATCC 51327),$550.00,$467.50,unavailable,VS-752,1,freeze-dried,ATCC  1879: Haloanaerobium Salsugo medium,Temperature: 37.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Thermodesulfovibrio yellowstonii Henry et al. (ATCC 51303),$550.00,$467.50,unavailable,YP87 [DSM 11347],1,freeze-dried,ATCC  1895: YP87 medium,Temperature: 60Celsius Atmosphere: Anaerobic,2Celsius  to 8Celsius,Biotechnology
Metallosphaera hakonensis (Takayanagi et al.) Kurosawa et al. (ATCC 51241),"For-Profit:
$376.00",,unavailable,"HO1-1 [DSM 7519, IAM 14250, JCM 8857]",1,frozen,ATCC  1723: Revised Sulfolobus medium,Temperature: 70.0Celsius,unavailable,Biotechnology
Catenococcus thiocycli Sorokin (ATCC 51228),$550.00,$467.50,unavailable,LMD 92.12 [DSM 9165],1,freeze-dried,ATCC  1916: Catenococcus medium,Temperature: 26.0Celsius,unavailable,Biotechnology
Petrotoga miotherma Davey et al. (ATCC 51224),$550.00,$467.50,unavailable,42-6,1,freeze-dried,ATCC  1881: Petrotoga medium,Temperature: 55Celsius Atmosphere: Anaerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Haloterrigena turkmenica (Zvyagintseva and Tarasov) Ventosa et al. (ATCC 51198),$550.00,$467.50,unavailable,NCIMB 13204 [VKM B-1734; 4],1,freeze-dried,ATCC  1863: Halophile medium (NCIMB 219),Temperature: 37.0Celsius,unavailable,Biotechnology
Acidobacterium capsulatum Kishimoto et al. (ATCC 51196),$550.00,$467.50,unavailable,NCIMB 13165 [JCM 7670; 161],1,frozen,ATCC  1421: LHET2 medium (ATCC medium 1168) with 0.01% yeast extract or yeast autolysate,Temperature: 30.0Celsius,unavailable,Biotechnology
Rhodopseudomonas palustris (Molisch) van Niel (ATCC 51186),$550.00,$467.50,unavailable,O.U. 11,1,freeze-dried,ATCC  112: Van Niel's yeast agar,Temperature: 26.0Celsius Atmosphere: Anaerobic under a tungsten lamp,unavailable,Biotechnology
Rhodobacter capsulatus (Molisch) Imhoff et al. (ATCC 51187),$550.00,$467.50,unavailable,O.U. 13,1,freeze-dried,ATCC  112: Van Niel's yeast agar,Temperature: 26.0Celsius Atmosphere: Anaerobic under a tungsten lamp,unavailable,Biotechnology
Desulfomicrobium escambiense Sharak Genthner et al. (ATCC 51164),$550.00,$467.50,unavailable,Genthner ESC-1 [DSM 10707],1,freeze-dried,ATCC  1249: Modified Baar's medium for sulfate reducers,Temperature: 30.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Thermanaerovibrio acidaminovorans  (Guangsheng et al.) Baena et al. (ATCC 49978),$550.00,$467.50,seqeunce available,Su883 [DSM 6589],1,freeze-dried,ATCC  1834: Wilkins-Chalgren anaerobe medium (Oxoid CM643) with 2% yeast extract,"Temperature: 55Celsius 
Atmosphere: Anaerobic",2Celsius  to 8Celsius,Biotechnology
Desulfovibrio sp. (ATCC 49975),$550.00,$467.50,unavailable,PT-2,1,freeze-dried,ATCC  1249: Modified Baar's medium for sulfate reducers,Temperature: 30Celsius Atmosphere: Anaerobic,Frozen: -80Celsius  or colderFreeze-Dried: 2Celsius  to 8Celsius Live Culture: See Propagation Section,Biotechnology
Halanaerobacter lacunarum (Zhilina et al.) Rainey et al. (ATCC 49944),$550.00,$467.50,unavailable,Z-7888 [DSM 6640],1,freeze-dried,ATCC  1824: Halobacteroides medium,Temperature: 37.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Acetohalobium arabaticum Zhilina and Zavarzin (ATCC 49924),$550.00,$467.50,unavailable,DSM 5501 [Z-7288],1,freeze-dried,ATCC  1871: Acetohalobium medium,Temperature: 37.0Celsius Atmosphere: Anaerobic,unavailable,CharacterizationBiotechnology
Ectothiorhodospira mobilis Pelsh (ATCC 49921),$550.00,$467.50,unavailable,"DSM 237 [BN 9911, Truper 8112]",1,frozen,ATCC  2010: Chromatium medium (ATCC medium 37) with 3% NaCl,Temperature: 26.0Celsius Atmosphere: Under a tungsten lamp,unavailable,Biotechnology
Rhodospirillum photometricum Molisch (ATCC 49918),$550.00,$467.50,unavailable,DSM 122 [NTHC 132],1,frozen,ATCC  550: R 8 A H medium,Temperature: 26.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Thermoanaerobacterium saccharolyticum Lee et al. (ATCC 49915),$550.00,$467.50,unavailable,B6A-RI [DSM 7060],1,freeze-dried,"ATCC  1015: Chopped meat carbohydrate medium (ATCC  593) with 0.1% cellobiose, 0.1% maltose and 0.1% starch",Temperature: 60.0Celsius Atmosphere: Anaerobic,unavailable,"Produces acetylesterase acetyl esteraseProduces alpha-glucuronidaseProduces arabinofuranosidaseProduces endo-1,4-beta-xylanase beta xylanase, endoxylanaseProduces exo-1,4-beta-D-xylosidase beta-xylosidaseBiotechnology"
Pyrococcus woesei Zillig et al. (ATCC 49860),$550.00,$467.50,unavailable,DSM 3773 [JCM 8421],1,freeze-dried,ATCC  1915: Pyrococcus medium (DSM medium 377),Temperature: 95.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Halothiobacillus halophilus (Wood and Kelly) Kelly and Wood (ATCC 49870),$550.00,$467.50,unavailable,DSM 6132,1,freeze-dried,ATCC  1846: Thiobacillus halophilus medium,"Temperature: 30.0Celsius 
Atmosphere:  Aerobic",2Celsius  to 8Celsius,Biotechnology
Rhodobacter sp. (ATCC 49885),$550.00,$467.50,unavailable,O.U. 5,1,freeze-dried,ATCC  550: R 8 A H medium,Temperature: 26.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Desulfovibrio termitidis Trinkerl et al. (ATCC 49858),$550.00,$467.50,unavailable,DSM 5308 [HI1],1,freeze-dried,ATCC  1249: Modified Baar's medium for sulfate reducers,Temperature: 35.0Celsius,unavailable,Biotechnology
Rubrivivax gelatinosus (Molisch) Willems et al. (ATCC 49846),$550.00,$467.50,unavailable,O.U. 007,1,freeze-dried,ATCC  550: R 8 A H medium,Temperature: 28.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Pyrodictium abyssi Pley et al. (ATCC 49828),$550.00,$467.50,unavailable,AV2 [DSM 6158],1,frozen,ATCC  2055: Pyrodictium abyssi medium,Temperature: 105.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
Rhodoferax fermentans Hiraishi et al. (ATCC 49787),$550.00,$467.50,unavailable,FR2 [JCM 7819],1,freeze-dried,ATCC  1803: FYCS medium,Temperature: 30.0Celsius Atmosphere: Anaerobic,unavailable,Biotechnology
